Time(year-month-day h:m:s);Total solar irradiance (W/m2);Direct normal irradiance (W/m2);Global horizontal irradiance (W/m2);Air temperature  (°C) ;Atmosphere (hpa);Relative humidity (%);Power (MW);;
2019-01-03 12:15:00;1033,60 ;928,13 ;108,00 ;15,76 ;836,08 ;54,63 ;26,31 ;;
2019-01-03 12:30:00;1046,60 ;916,67 ;109,13 ;16,13 ;835,60 ;49,47 ;26,74 ;;
2019-01-03 12:45:00;1070,07 ;926,73 ;112,20 ;16,41 ;835,32 ;46,06 ;27,37 ;;
2019-01-03 13:00:00;1083,30 ;941,40 ;115,10 ;16,93 ;835,02 ;40,65 ;27,90 ;;
2019-01-03 13:15:00;979,40 ;824,00 ;131,67 ;16,29 ;834,64 ;41,07 ;26,81 ;;
2019-01-03 13:30:00;1097,20 ;1026,73 ;144,40 ;17,25 ;834,36 ;39,91 ;27,91 ;;
2019-01-03 13:45:00;1120,80 ;967,00 ;118,40 ;17,17 ;834,08 ;38,18 ;27,57 ;;
2019-01-03 14:00:00;1103,40 ;924,53 ;112,00 ;17,55 ;833,76 ;36,63 ;27,34 ;;
2019-01-03 14:15:00;1084,90 ;911,50 ;109,00 ;17,76 ;833,52 ;36,91 ;26,90 ;;
2019-01-03 14:30:00;1084,00 ;941,80 ;109,60 ;17,87 ;833,09 ;37,41 ;26,46 ;;
2019-01-03 14:45:00;1032,27 ;927,60 ;105,00 ;18,37 ;832,88 ;37,20 ;25,80 ;;
2019-01-03 15:00:00;891,60 ;808,60 ;107,73 ;18,47 ;832,59 ;37,68 ;22,26 ;;
2019-01-03 15:15:00;922,93 ;932,00 ;98,07 ;18,21 ;832,38 ;38,46 ;19,72 ;;
2019-01-03 15:30:00;297,87 ;140,67 ;132,00 ;17,55 ;832,22 ;40,24 ;7,12 ;;
2019-01-03 15:45:00;253,20 ;96,20 ;170,07 ;17,27 ;831,94 ;41,04 ;8,16 ;;
2019-01-03 16:00:00;637,80 ;702,27 ;106,80 ;18,17 ;831,75 ;38,85 ;15,90 ;;
2019-01-03 16:15:00;404,73 ;341,60 ;126,40 ;18,07 ;831,60 ;38,50 ;11,52 ;;
2019-01-03 16:30:00;729,73 ;896,07 ;65,80 ;18,83 ;831,41 ;36,75 ;17,91 ;;
2019-01-03 16:45:00;652,73 ;772,60 ;51,47 ;19,53 ;831,40 ;33,68 ;15,37 ;;
2019-01-03 17:00:00;592,73 ;65,80 ;257,33 ;19,46 ;831,33 ;33,61 ;13,37 ;;
2019-01-03 17:15:00;511,80 ;26,13 ;212,07 ;19,33 ;831,40 ;33,43 ;10,96 ;;
2019-01-03 17:30:00;428,93 ;7,93 ;161,80 ;19,17 ;831,49 ;33,27 ;8,83 ;;
2019-01-03 17:45:00;346,20 ;0,00 ;122,73 ;19,19 ;831,56 ;32,66 ;6,76 ;;
2019-01-03 18:00:00;247,20 ;6,60 ;81,40 ;18,81 ;831,67 ;32,40 ;4,64 ;;
2019-01-03 18:15:00;144,93 ;21,80 ;43,07 ;18,28 ;831,60 ;32,54 ;2,43 ;;
2019-01-03 18:30:00;33,07 ;0,60 ;9,00 ;17,61 ;831,72 ;32,11 ;0,51 ;;
2019-01-03 18:45:00;0,00 ;0,00 ;0,00 ;17,27 ;831,68 ;30,86 ;0,00 ;;
2019-01-03 19:00:00;0,00 ;0,00 ;0,00 ;17,15 ;831,75 ;29,59 ;0,00 ;;
2019-01-03 19:15:00;0,00 ;0,00 ;0,00 ;17,04 ;831,84 ;28,97 ;0,00 ;;
2019-01-03 19:30:00;0,00 ;0,00 ;0,00 ;16,93 ;831,88 ;28,29 ;0,00 ;;
2019-01-03 19:45:00;0,00 ;0,00 ;0,00 ;16,76 ;832,16 ;28,53 ;0,00 ;;
2019-01-03 20:00:00;0,00 ;0,00 ;0,00 ;16,68 ;832,48 ;28,83 ;0,00 ;;
2019-01-03 20:15:00;0,00 ;0,00 ;0,00 ;16,53 ;832,62 ;29,08 ;0,00 ;;
2019-01-03 20:30:00;0,00 ;0,00 ;0,00 ;16,35 ;832,70 ;29,60 ;0,00 ;;
2019-01-03 20:45:00;0,00 ;0,00 ;0,00 ;16,07 ;832,82 ;30,01 ;0,00 ;;
2019-01-03 21:00:00;0,00 ;0,00 ;0,00 ;15,95 ;833,05 ;30,19 ;0,00 ;;
2019-01-03 21:15:00;0,00 ;0,00 ;0,00 ;15,87 ;833,20 ;30,49 ;0,00 ;;
2019-01-03 21:30:00;0,00 ;0,00 ;0,00 ;15,72 ;833,12 ;30,84 ;0,00 ;;
2019-01-03 21:45:00;0,00 ;0,00 ;0,00 ;15,55 ;833,08 ;31,27 ;0,00 ;;
2019-01-03 22:00:00;0,00 ;0,00 ;0,00 ;15,39 ;833,48 ;31,99 ;0,00 ;;
2019-01-03 22:15:00;0,00 ;0,00 ;0,00 ;15,09 ;833,44 ;34,20 ;0,00 ;;
2019-01-03 22:30:00;0,00 ;0,00 ;0,00 ;14,87 ;833,47 ;36,05 ;0,00 ;;
2019-01-03 22:45:00;0,00 ;0,00 ;0,00 ;14,79 ;833,46 ;37,01 ;0,00 ;;
2019-01-03 23:00:00;0,00 ;0,00 ;0,00 ;14,53 ;833,59 ;39,99 ;0,00 ;;
2019-01-03 23:15:00;0,00 ;0,00 ;0,00 ;14,27 ;833,72 ;42,37 ;0,00 ;;
2019-01-03 23:30:00;0,00 ;0,00 ;0,00 ;14,25 ;833,85 ;42,31 ;0,00 ;;
2019-01-03 23:45:00;0,00 ;0,00 ;0,00 ;14,07 ;834,00 ;43,52 ;0,00 ;;
2019-01-04 00:00:00;0,00 ;0,00 ;0,00 ;14,02 ;834,09 ;43,21 ;0,00 ;;
2019-01-04 00:15:00;0,00 ;0,00 ;0,00 ;14,04 ;834,10 ;42,81 ;0,00 ;;
2019-01-04 00:30:00;0,00 ;0,00 ;0,00 ;13,87 ;834,25 ;43,74 ;0,00 ;;
2019-01-04 00:45:00;0,00 ;0,00 ;0,00 ;13,75 ;834,40 ;44,50 ;0,00 ;;
2019-01-04 01:00:00;0,00 ;0,00 ;0,00 ;13,61 ;834,49 ;45,17 ;0,00 ;;
2019-01-04 01:15:00;0,00 ;0,00 ;0,00 ;13,41 ;834,62 ;45,77 ;0,00 ;;
2019-01-04 01:30:00;0,00 ;0,00 ;0,00 ;13,29 ;834,79 ;46,45 ;0,00 ;;
2019-01-04 01:45:00;0,00 ;0,00 ;0,00 ;13,13 ;834,92 ;46,93 ;0,00 ;;
2019-01-04 02:00:00;0,00 ;0,00 ;0,00 ;12,95 ;835,00 ;47,80 ;0,00 ;;
2019-01-04 02:15:00;0,00 ;0,00 ;0,00 ;12,78 ;835,06 ;48,21 ;0,00 ;;
2019-01-04 02:30:00;0,00 ;0,00 ;0,00 ;12,81 ;835,13 ;47,65 ;0,00 ;;
2019-01-04 02:45:00;0,00 ;0,00 ;0,00 ;12,77 ;835,20 ;46,90 ;0,00 ;;
2019-01-04 03:00:00;0,00 ;0,00 ;0,00 ;12,64 ;835,25 ;47,35 ;0,00 ;;
2019-01-04 03:15:00;0,00 ;0,00 ;0,00 ;12,22 ;835,46 ;49,11 ;0,00 ;;
2019-01-04 03:30:00;0,00 ;0,00 ;0,00 ;12,00 ;835,41 ;50,11 ;0,00 ;;
2019-01-04 03:45:00;0,00 ;0,00 ;0,00 ;12,09 ;835,46 ;50,15 ;0,00 ;;
2019-01-04 04:00:00;0,00 ;0,00 ;0,00 ;11,85 ;835,43 ;51,55 ;0,00 ;;
2019-01-04 04:15:00;0,00 ;0,00 ;0,00 ;11,65 ;835,38 ;52,85 ;0,00 ;;
2019-01-04 04:30:00;0,00 ;0,00 ;0,00 ;11,81 ;835,30 ;52,01 ;0,00 ;;
2019-01-04 04:45:00;0,00 ;0,00 ;0,00 ;11,60 ;835,30 ;52,50 ;0,00 ;;
2019-01-04 05:00:00;0,00 ;0,00 ;0,00 ;11,71 ;835,34 ;51,58 ;0,00 ;;
2019-01-04 05:15:00;0,00 ;0,00 ;0,00 ;11,25 ;835,14 ;52,62 ;0,00 ;;
2019-01-04 05:30:00;0,00 ;0,00 ;0,00 ;11,39 ;835,26 ;51,23 ;0,00 ;;
2019-01-04 05:45:00;0,00 ;0,00 ;0,00 ;11,28 ;835,20 ;51,15 ;0,00 ;;
2019-01-04 06:00:00;0,00 ;0,00 ;0,00 ;11,51 ;835,20 ;49,99 ;0,00 ;;
2019-01-04 06:15:00;0,00 ;0,00 ;0,00 ;11,41 ;835,14 ;50,38 ;0,00 ;;
2019-01-04 06:30:00;0,00 ;0,00 ;0,00 ;11,05 ;835,19 ;51,83 ;0,00 ;;
2019-01-04 06:45:00;0,00 ;0,00 ;0,00 ;11,09 ;835,26 ;51,58 ;0,00 ;;
2019-01-04 07:00:00;0,00 ;0,00 ;0,00 ;11,12 ;835,37 ;52,13 ;0,00 ;;
2019-01-04 07:15:00;0,00 ;0,00 ;0,00 ;11,05 ;835,42 ;52,59 ;0,00 ;;
2019-01-04 07:30:00;0,00 ;0,00 ;0,00 ;10,75 ;835,53 ;54,06 ;0,00 ;;
2019-01-04 07:45:00;0,00 ;0,00 ;0,00 ;10,56 ;835,66 ;55,61 ;0,00 ;;
2019-01-04 08:00:00;0,00 ;0,00 ;0,00 ;10,41 ;835,91 ;57,20 ;0,00 ;;
2019-01-04 08:15:00;2,73 ;0,40 ;0,47 ;10,43 ;836,12 ;57,07 ;0,05 ;;
2019-01-04 08:30:00;47,40 ;24,20 ;13,87 ;10,47 ;836,48 ;56,95 ;0,66 ;;
2019-01-04 08:45:00;104,27 ;24,73 ;29,73 ;10,84 ;836,56 ;56,45 ;1,47 ;;
2019-01-04 09:00:00;318,73 ;8,20 ;106,73 ;11,30 ;836,72 ;55,88 ;5,12 ;;
2019-01-04 09:15:00;427,20 ;0,00 ;168,20 ;11,78 ;836,92 ;54,71 ;7,69 ;;
2019-01-04 09:30:00;510,60 ;226,67 ;147,67 ;12,14 ;837,03 ;53,42 ;10,15 ;;
2019-01-04 09:45:00;578,13 ;345,93 ;154,87 ;12,50 ;837,28 ;52,97 ;12,43 ;;
2019-01-04 10:00:00;636,47 ;639,60 ;81,87 ;12,78 ;837,49 ;52,53 ;14,66 ;;
2019-01-04 10:15:00;682,13 ;785,20 ;57,67 ;13,10 ;837,62 ;51,32 ;16,63 ;;
2019-01-04 10:30:00;729,47 ;836,67 ;67,53 ;13,23 ;837,91 ;50,65 ;18,49 ;;
2019-01-04 10:45:00;783,33 ;879,27 ;77,00 ;13,71 ;838,12 ;49,29 ;20,21 ;;
2019-01-04 11:00:00;844,13 ;905,73 ;84,93 ;13,99 ;838,01 ;48,10 ;21,71 ;;
2019-01-04 11:15:00;904,93 ;922,20 ;91,80 ;14,27 ;838,00 ;46,47 ;23,07 ;;
2019-01-04 11:30:00;949,67 ;931,67 ;97,40 ;14,37 ;837,85 ;46,05 ;24,17 ;;
2019-01-04 11:45:00;983,73 ;934,73 ;102,20 ;14,71 ;837,70 ;45,06 ;25,20 ;;
2019-01-04 12:00:00;1010,93 ;935,13 ;105,80 ;15,30 ;837,65 ;43,02 ;26,00 ;;
2019-01-04 12:15:00;1039,47 ;934,73 ;108,93 ;15,65 ;837,38 ;41,83 ;26,75 ;;
2019-01-04 12:30:00;1066,20 ;934,53 ;111,33 ;15,65 ;836,99 ;39,89 ;27,36 ;;
2019-01-04 12:45:00;1073,20 ;927,40 ;112,53 ;15,99 ;836,84 ;36,83 ;27,75 ;;
2019-01-04 13:00:00;1078,93 ;924,93 ;113,13 ;16,45 ;836,53 ;34,87 ;27,95 ;;
2019-01-04 13:15:00;1077,80 ;925,00 ;114,00 ;16,96 ;836,18 ;32,83 ;27,90 ;;
2019-01-04 13:30:00;1078,73 ;997,80 ;123,07 ;17,02 ;835,89 ;32,97 ;27,57 ;;
2019-01-04 13:45:00;1070,47 ;918,93 ;112,93 ;17,23 ;835,50 ;33,22 ;27,20 ;;
2019-01-04 14:00:00;1081,00 ;903,40 ;109,53 ;17,37 ;835,25 ;32,91 ;27,16 ;;
2019-01-04 14:15:00;1070,40 ;903,13 ;107,87 ;17,31 ;834,98 ;33,08 ;26,73 ;;
2019-01-04 14:30:00;1050,07 ;909,87 ;106,40 ;17,37 ;834,66 ;32,59 ;26,38 ;;
2019-01-04 14:45:00;1010,93 ;908,87 ;103,27 ;17,83 ;834,26 ;31,36 ;25,60 ;;
2019-01-04 15:00:00;971,93 ;909,13 ;99,73 ;18,11 ;833,98 ;30,35 ;24,80 ;;
2019-01-04 15:15:00;929,27 ;905,93 ;95,33 ;18,13 ;833,78 ;29,55 ;23,84 ;;
2019-01-04 15:30:00;869,20 ;887,87 ;88,93 ;18,79 ;833,57 ;28,07 ;22,37 ;;
2019-01-04 15:45:00;797,27 ;850,60 ;80,40 ;18,83 ;833,58 ;26,96 ;20,69 ;;
2019-01-04 16:00:00;718,20 ;796,53 ;70,20 ;18,66 ;833,33 ;27,06 ;18,55 ;;
2019-01-04 16:15:00;667,00 ;766,80 ;62,73 ;18,72 ;833,04 ;25,76 ;17,03 ;;
2019-01-04 16:30:00;642,20 ;748,13 ;55,87 ;18,91 ;833,04 ;25,43 ;15,88 ;;
2019-01-04 16:45:00;589,80 ;430,07 ;144,00 ;19,07 ;832,90 ;25,27 ;14,08 ;;
2019-01-04 17:00:00;536,20 ;18,80 ;250,07 ;19,19 ;832,85 ;24,65 ;12,25 ;;
2019-01-04 17:15:00;466,67 ;25,80 ;194,80 ;19,04 ;832,58 ;24,17 ;10,07 ;;
2019-01-04 17:30:00;388,07 ;9,00 ;148,20 ;18,96 ;832,53 ;23,65 ;7,96 ;;
2019-01-04 17:45:00;325,13 ;0,00 ;116,73 ;18,77 ;832,48 ;23,44 ;6,39 ;;
2019-01-04 18:00:00;231,33 ;5,27 ;76,80 ;18,41 ;832,47 ;23,11 ;4,26 ;;
2019-01-04 18:15:00;133,93 ;17,87 ;40,07 ;18,14 ;832,34 ;21,68 ;2,26 ;;
2019-01-04 18:30:00;32,27 ;0,07 ;7,20 ;17,71 ;832,33 ;21,09 ;0,47 ;;
2019-01-04 18:45:00;0,00 ;0,00 ;0,00 ;17,35 ;832,46 ;20,82 ;0,00 ;;
2019-01-04 19:00:00;0,00 ;0,00 ;0,00 ;17,18 ;832,57 ;21,43 ;0,00 ;;
2019-01-04 19:15:00;0,00 ;0,00 ;0,00 ;17,05 ;832,62 ;20,92 ;0,00 ;;
2019-01-04 19:30:00;0,00 ;0,00 ;0,00 ;16,89 ;832,81 ;20,76 ;0,00 ;;
2019-01-04 19:45:00;0,00 ;0,00 ;0,00 ;16,85 ;833,04 ;20,79 ;0,00 ;;
2019-01-04 20:00:00;0,00 ;0,00 ;0,00 ;16,60 ;833,19 ;21,39 ;0,00 ;;
2019-01-04 20:15:00;0,00 ;0,00 ;0,00 ;16,46 ;833,38 ;21,75 ;0,00 ;;
2019-01-04 20:30:00;0,00 ;0,00 ;0,00 ;16,35 ;833,55 ;22,19 ;0,00 ;;
2019-01-04 20:45:00;0,00 ;0,00 ;0,00 ;16,13 ;833,76 ;23,48 ;0,00 ;;
2019-01-04 21:00:00;0,00 ;0,00 ;0,00 ;16,07 ;833,88 ;24,81 ;0,00 ;;
2019-01-04 21:15:00;0,00 ;0,00 ;0,00 ;15,97 ;834,22 ;26,53 ;0,00 ;;
2019-01-04 21:30:00;0,00 ;0,00 ;0,00 ;15,91 ;834,49 ;28,31 ;0,00 ;;
2019-01-04 21:45:00;0,00 ;0,00 ;0,00 ;15,69 ;834,50 ;29,68 ;0,00 ;;
2019-01-04 22:00:00;0,00 ;0,00 ;0,00 ;15,55 ;834,59 ;30,40 ;0,00 ;;
2019-01-04 22:15:00;0,00 ;0,00 ;0,00 ;15,27 ;834,78 ;32,33 ;0,00 ;;
2019-01-04 22:30:00;0,00 ;0,00 ;0,00 ;15,08 ;835,14 ;33,65 ;0,00 ;;
2019-01-04 22:45:00;0,00 ;0,00 ;0,00 ;14,97 ;835,42 ;34,81 ;0,00 ;;
2019-01-04 23:00:00;0,00 ;0,00 ;0,00 ;14,78 ;835,59 ;35,51 ;0,00 ;;
2019-01-04 23:15:00;0,00 ;0,00 ;0,00 ;14,72 ;835,72 ;35,47 ;0,00 ;;
2019-01-04 23:30:00;0,00 ;0,00 ;0,00 ;14,58 ;835,81 ;35,69 ;0,00 ;;
2019-01-04 23:45:00;0,00 ;0,00 ;0,00 ;14,51 ;835,72 ;35,77 ;0,00 ;;
2019-01-05 00:00:00;0,00 ;0,00 ;0,00 ;14,39 ;835,99 ;36,44 ;0,00 ;;
2019-01-05 00:15:00;0,00 ;0,00 ;0,00 ;14,28 ;836,00 ;37,01 ;0,00 ;;
2019-01-05 00:30:00;0,00 ;0,00 ;0,00 ;14,22 ;836,03 ;37,29 ;0,00 ;;
2019-01-05 00:45:00;0,00 ;0,00 ;0,00 ;14,10 ;836,16 ;37,57 ;0,00 ;;
2019-01-05 01:00:00;0,00 ;0,00 ;0,00 ;13,95 ;836,17 ;37,87 ;0,00 ;;
2019-01-05 01:15:00;0,00 ;0,00 ;0,00 ;13,84 ;836,28 ;38,31 ;0,00 ;;
2019-01-05 01:30:00;0,00 ;0,00 ;0,00 ;13,80 ;836,33 ;37,75 ;0,00 ;;
2019-01-05 01:45:00;0,00 ;0,00 ;0,00 ;13,79 ;836,40 ;37,69 ;0,00 ;;
2019-01-05 02:00:00;0,00 ;0,00 ;0,00 ;13,54 ;836,49 ;38,55 ;0,00 ;;
2019-01-05 02:15:00;0,00 ;0,00 ;0,00 ;13,30 ;836,62 ;39,25 ;0,00 ;;
2019-01-05 02:30:00;0,00 ;0,00 ;0,00 ;13,00 ;836,73 ;39,92 ;0,00 ;;
2019-01-05 02:45:00;0,00 ;0,00 ;0,00 ;12,74 ;836,80 ;40,77 ;0,00 ;;
2019-01-05 03:00:00;0,00 ;0,00 ;0,00 ;12,59 ;836,78 ;41,20 ;0,00 ;;
2019-01-05 03:15:00;0,00 ;0,00 ;0,00 ;12,25 ;836,75 ;42,24 ;0,00 ;;
2019-01-05 03:30:00;0,00 ;0,00 ;0,00 ;12,22 ;836,85 ;42,00 ;0,00 ;;
2019-01-05 03:45:00;0,00 ;0,00 ;0,00 ;12,29 ;836,59 ;40,87 ;0,00 ;;
2019-01-05 04:00:00;0,00 ;0,00 ;0,00 ;12,04 ;836,65 ;40,30 ;0,00 ;;
2019-01-05 04:15:00;0,00 ;0,00 ;0,00 ;12,30 ;836,71 ;39,03 ;0,00 ;;
2019-01-05 04:30:00;0,00 ;0,00 ;0,00 ;12,53 ;836,56 ;38,60 ;0,00 ;;
2019-01-05 04:45:00;0,00 ;0,00 ;0,00 ;12,25 ;836,65 ;39,08 ;0,00 ;;
2019-01-05 05:00:00;0,00 ;0,00 ;0,00 ;12,35 ;836,38 ;39,55 ;0,00 ;;
2019-01-05 05:15:00;0,00 ;0,00 ;0,00 ;12,10 ;836,15 ;40,33 ;0,00 ;;
2019-01-05 05:30:00;0,00 ;0,00 ;0,00 ;11,69 ;836,17 ;41,83 ;0,00 ;;
2019-01-05 05:45:00;0,00 ;0,00 ;0,00 ;10,69 ;836,45 ;45,21 ;0,00 ;;
2019-01-05 06:00:00;0,00 ;0,00 ;0,00 ;9,88 ;836,54 ;49,41 ;0,00 ;;
2019-01-05 06:15:00;0,00 ;0,00 ;0,00 ;10,31 ;836,75 ;49,36 ;0,00 ;;
2019-01-05 06:30:00;0,00 ;0,00 ;0,00 ;10,59 ;836,93 ;46,47 ;0,00 ;;
2019-01-05 06:45:00;0,00 ;0,00 ;0,00 ;10,85 ;837,21 ;43,17 ;0,00 ;;
2019-01-05 07:00:00;0,00 ;0,00 ;0,00 ;11,13 ;837,41 ;41,26 ;0,00 ;;
2019-01-05 07:15:00;0,00 ;0,00 ;0,00 ;11,01 ;837,50 ;40,47 ;0,00 ;;
2019-01-05 07:30:00;0,00 ;0,00 ;0,00 ;10,77 ;837,50 ;41,51 ;0,00 ;;
2019-01-05 07:45:00;0,00 ;0,00 ;0,00 ;10,14 ;837,55 ;42,64 ;0,00 ;;
2019-01-05 08:00:00;0,00 ;0,00 ;0,00 ;10,03 ;837,99 ;43,57 ;0,00 ;;
2019-01-05 08:15:00;1,47 ;0,20 ;0,07 ;10,13 ;838,20 ;42,75 ;0,01 ;;
2019-01-05 08:30:00;11,90 ;1,60 ;4,80 ;9,98 ;838,28 ;42,86 ;0,36 ;;
2019-01-05 08:45:00;235,47 ;132,47 ;62,60 ;11,61 ;838,50 ;38,42 ;3,12 ;;
2019-01-05 09:00:00;342,20 ;5,47 ;111,80 ;13,16 ;838,50 ;34,86 ;5,41 ;;
2019-01-05 09:15:00;457,27 ;0,00 ;177,80 ;13,35 ;838,61 ;35,14 ;8,06 ;;
2019-01-05 09:30:00;546,73 ;230,73 ;157,13 ;13,05 ;838,87 ;35,99 ;10,64 ;;
2019-01-05 09:45:00;615,93 ;488,73 ;117,80 ;13,13 ;838,95 ;36,20 ;12,93 ;;
2019-01-05 10:00:00;670,40 ;758,80 ;49,93 ;14,56 ;839,06 ;32,60 ;15,13 ;;
2019-01-05 10:15:00;718,53 ;816,87 ;60,13 ;14,97 ;839,25 ;33,57 ;17,11 ;;
2019-01-05 10:30:00;765,80 ;873,00 ;70,53 ;13,90 ;839,31 ;36,11 ;18,90 ;;
2019-01-05 10:45:00;819,20 ;916,67 ;80,27 ;15,49 ;839,35 ;28,30 ;20,53 ;;
2019-01-05 11:00:00;885,13 ;947,67 ;89,00 ;16,28 ;839,32 ;23,62 ;21,98 ;;
2019-01-05 11:15:00;944,00 ;961,47 ;95,73 ;14,68 ;839,35 ;36,19 ;23,16 ;;
2019-01-05 11:30:00;985,27 ;965,00 ;101,00 ;13,57 ;839,37 ;39,39 ;24,24 ;;
2019-01-05 11:45:00;1017,67 ;966,00 ;105,47 ;14,16 ;839,30 ;38,05 ;25,17 ;;
2019-01-05 12:00:00;1053,87 ;972,87 ;110,27 ;14,33 ;839,24 ;32,15 ;26,08 ;;
2019-01-05 12:15:00;1079,60 ;970,07 ;113,33 ;15,03 ;839,00 ;24,61 ;26,59 ;;
2019-01-05 12:30:00;1094,20 ;957,87 ;114,27 ;15,34 ;838,94 ;22,81 ;27,20 ;;
2019-01-05 12:45:00;1096,60 ;949,27 ;115,13 ;15,79 ;838,59 ;27,54 ;27,60 ;;
2019-01-05 13:00:00;1106,33 ;948,60 ;116,47 ;16,13 ;838,46 ;24,18 ;27,93 ;;
2019-01-05 13:15:00;1111,80 ;955,07 ;118,13 ;16,58 ;838,14 ;20,53 ;27,96 ;;
2019-01-05 13:30:00;1125,60 ;1040,93 ;128,73 ;17,15 ;837,59 ;18,40 ;27,88 ;;
2019-01-05 13:45:00;1131,33 ;977,13 ;120,13 ;17,46 ;837,25 ;19,59 ;27,78 ;;
2019-01-05 14:00:00;1139,60 ;950,40 ;115,73 ;17,89 ;837,01 ;18,79 ;27,64 ;;
2019-01-05 14:15:00;1130,93 ;951,53 ;113,93 ;18,19 ;836,79 ;18,09 ;27,39 ;;
2019-01-05 14:30:00;1116,00 ;965,00 ;113,00 ;18,25 ;836,57 ;16,81 ;27,03 ;;
2019-01-05 14:45:00;1090,13 ;977,13 ;111,27 ;18,61 ;836,29 ;14,32 ;26,54 ;;
2019-01-05 15:00:00;1050,20 ;981,60 ;108,07 ;19,47 ;836,07 ;11,90 ;25,71 ;;
2019-01-05 15:15:00;1000,87 ;971,27 ;102,53 ;19,89 ;835,79 ;9,80 ;24,51 ;;
2019-01-05 15:30:00;936,40 ;952,67 ;95,87 ;20,39 ;835,64 ;8,71 ;23,20 ;;
2019-01-05 15:45:00;893,73 ;950,13 ;89,93 ;20,11 ;835,35 ;8,20 ;21,86 ;;
2019-01-05 16:00:00;831,07 ;917,20 ;81,40 ;21,32 ;835,11 ;8,95 ;20,40 ;;
2019-01-05 16:15:00;776,00 ;874,20 ;71,93 ;20,78 ;834,95 ;9,43 ;19,01 ;;
2019-01-05 16:30:00;719,53 ;819,33 ;61,33 ;20,84 ;834,71 ;9,70 ;17,27 ;;
2019-01-05 16:45:00;648,13 ;748,00 ;50,40 ;20,13 ;834,55 ;11,04 ;15,24 ;;
2019-01-05 17:00:00;598,27 ;151,93 ;224,53 ;20,25 ;834,41 ;11,11 ;13,14 ;;
2019-01-05 17:15:00;517,13 ;15,47 ;211,80 ;20,07 ;834,35 ;11,30 ;10,64 ;;
2019-01-05 17:30:00;427,00 ;6,20 ;159,00 ;19,62 ;834,09 ;12,59 ;8,21 ;;
2019-01-05 17:45:00;292,67 ;0,00 ;103,73 ;19,37 ;833,95 ;13,49 ;5,16 ;;
2019-01-05 18:00:00;157,53 ;2,53 ;52,80 ;18,21 ;834,11 ;15,49 ;2,63 ;;
2019-01-05 18:15:00;81,87 ;2,40 ;24,53 ;17,61 ;834,31 ;16,75 ;1,21 ;;
2019-01-05 18:30:00;16,00 ;0,00 ;3,00 ;16,98 ;834,57 ;17,95 ;0,23 ;;
2019-01-05 18:45:00;0,00 ;0,00 ;0,00 ;16,20 ;834,60 ;19,49 ;0,00 ;;
2019-01-05 19:00:00;0,00 ;0,00 ;0,00 ;16,01 ;834,60 ;20,00 ;0,00 ;;
2019-01-05 19:15:00;0,00 ;0,00 ;0,00 ;15,73 ;834,65 ;20,33 ;0,00 ;;
2019-01-05 19:30:00;0,00 ;0,00 ;0,00 ;15,87 ;834,79 ;20,33 ;0,00 ;;
2019-01-05 19:45:00;0,00 ;0,00 ;0,00 ;16,11 ;834,85 ;19,99 ;0,00 ;;
2019-01-05 20:00:00;0,00 ;0,00 ;0,00 ;15,97 ;834,99 ;21,97 ;0,00 ;;
2019-01-05 20:15:00;0,00 ;0,00 ;0,00 ;15,65 ;835,05 ;22,90 ;0,00 ;;
2019-01-05 20:30:00;0,00 ;0,00 ;0,00 ;15,17 ;835,38 ;24,71 ;0,00 ;;
2019-01-05 20:45:00;0,00 ;0,00 ;0,00 ;15,17 ;835,55 ;26,62 ;0,00 ;;
2019-01-05 21:00:00;0,00 ;0,00 ;0,00 ;15,17 ;835,88 ;26,97 ;0,00 ;;
2019-01-05 21:15:00;0,00 ;0,00 ;0,00 ;14,89 ;836,05 ;29,14 ;0,00 ;;
2019-01-05 21:30:00;0,00 ;0,00 ;0,00 ;15,09 ;836,16 ;28,33 ;0,00 ;;
2019-01-05 21:45:00;0,00 ;0,00 ;0,00 ;15,79 ;836,40 ;26,51 ;0,00 ;;
2019-01-05 22:00:00;0,00 ;0,00 ;0,00 ;15,57 ;836,53 ;30,13 ;0,00 ;;
2019-01-05 22:15:00;0,00 ;0,00 ;0,00 ;15,38 ;836,51 ;33,25 ;0,00 ;;
2019-01-05 22:30:00;0,00 ;0,00 ;0,00 ;15,47 ;836,86 ;35,81 ;0,00 ;;
2019-01-05 22:45:00;0,00 ;0,00 ;0,00 ;15,46 ;837,01 ;36,47 ;0,00 ;;
2019-01-05 23:00:00;0,00 ;0,00 ;0,00 ;15,23 ;837,08 ;39,48 ;0,00 ;;
2019-01-05 23:15:00;0,00 ;0,00 ;0,00 ;15,10 ;836,91 ;42,36 ;0,00 ;;
2019-01-05 23:30:00;0,00 ;0,00 ;0,00 ;14,99 ;836,79 ;44,57 ;0,00 ;;
2019-01-05 23:45:00;0,00 ;0,00 ;0,00 ;14,64 ;836,85 ;45,91 ;0,00 ;;
2019-01-06 00:00:00;0,00 ;0,00 ;0,00 ;14,61 ;836,81 ;45,89 ;0,00 ;;
2019-01-06 00:15:00;0,00 ;0,00 ;0,00 ;14,55 ;836,69 ;45,73 ;0,00 ;;
2019-01-06 00:30:00;0,00 ;0,00 ;0,00 ;14,47 ;836,65 ;45,41 ;0,00 ;;
2019-01-06 00:45:00;0,00 ;0,00 ;0,00 ;14,33 ;836,55 ;45,22 ;0,00 ;;
